FID,OID_1,XDSegID,PreviousXD,NextXDSegI,FRC,RoadNumber,RoadName,LinearID,Country,State,County,District,Miles,Lanes,SlipRoad,SpecialRoa,RoadList,StartLat,StartLong,EndLat,EndLong,Bearing,XDGroup,ShapeSRID,XDSegIDnum,Corridor,Period,Order
58790, ,1310543446,1310416331,1310299591,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.013831723,2,0, ,                George Washington Memorial Parkway,38.87322,-77.04464,38.87336,-77.04483,                     W,275870,4326,1310543446,GWPKWY-NW,PM,13
36388, ,1310406374,1310441592,1310579108,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.467320846,2,0, ,                George Washington Memorial Parkway,38.88931,-77.06264,38.89497,-77.06654,                     N,275870,4326,1310406374,GWPKWY-NW,PM,14
64604, ,1310579108,1310406374,1310413279,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.776471655,2.169,0, ,                George Washington Memorial Parkway,38.89497,-77.06654,38.9014,-77.07597,                     W,275870,4326,1310579108,GWPKWY-NW,PM,15
37418, ,1310413279,1310579108,1310437133,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.296536974,3,0, ,                George Washington Memorial Parkway,38.9014,-77.07597,38.90216,-77.08134,                     W,275870,4326,1310413279,GWPKWY-NW,PM,16
41237, ,1310437133,1310413279,1310437097,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.496314026,2,0, ,                George Washington Memorial Parkway,38.90216,-77.08134,38.90353,-77.09033,                     W,275870,4326,1310437133,GWPKWY-NW,PM,17
41230, ,1310437097,1310437133,1310437109,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.508101437,2,0, ,                George Washington Memorial Parkway,38.90353,-77.09033,38.90774,-77.09801,                     W,275870,4326,1310437097,GWPKWY-NW,PM,18
41233, ,1310437109,1310437097,1310436875,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.675299998,2,0, ,                George Washington Memorial Parkway,38.90774,-77.09801,38.91545,-77.10547,                     N,275870,4326,1310437109,GWPKWY-NW,PM,19
41201, ,1310436875,1310437109,1310436879,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.393825061,2,0, ,                George Washington Memorial Parkway,38.91545,-77.10547,38.92051,-77.10876,                     N,275870,4326,1310436875,GWPKWY-NW,PM,20
41202, ,1310436879,1310436875,1310436894,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.453414559,2,0, ,                George Washington Memorial Parkway,38.92051,-77.10876,38.92527,-77.11455,                     N,275870,4326,1310436879,GWPKWY-NW,PM,21
41204, ,1310436894,1310436879,1310436851,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.740867086,2,0, ,                George Washington Memorial Parkway,38.92527,-77.11455,38.93246,-77.12468,                     W,275870,4326,1310436894,GWPKWY-NW,PM,22
41197, ,1310436851,1310436894,1310436865,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.273291478,2,0, ,                George Washington Memorial Parkway,38.93246,-77.12468,38.93379,-77.12943,                     W,275870,4326,1310436851,GWPKWY-NW,PM,23
41199, ,1310436865,1310436851,1310304099,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.512326762,2,0, ,                George Washington Memorial Parkway,38.93379,-77.12943,38.93868,-77.13356,                     N,275870,4326,1310436865,GWPKWY-NW,PM,24
19637, ,1310304099,1310436865,1310329441,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.133072854,2,0, ,                George Washington Memorial Parkway,38.93868,-77.13356,38.94058,-77.13355,                     N,275870,4326,1310304099,GWPKWY-NW,PM,25
24151, ,1310329441,1310304099,1310329402,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.549546896,2,0, ,                George Washington Memorial Parkway,38.94058,-77.13355,38.94785,-77.13702,                     N,275870,4326,1310329441,GWPKWY-NW,PM,26
24143, ,1310329402,1310329441,1310329419,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.630219518,2,0, ,                George Washington Memorial Parkway,38.94785,-77.13702,38.95614,-77.14072,                     N,275870,4326,1310329402,GWPKWY-NW,PM,27
24146, ,1310329419,1310329402,1310329379,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.196135817,2,0, ,                George Washington Memorial Parkway,38.95614,-77.14072,38.95808,-77.14339,                     W,275870,4326,1310329419,GWPKWY-NW,PM,28
24140, ,1310329379,1310329419,1310329392,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.593167154,2,0, ,                George Washington Memorial Parkway,38.95808,-77.14339,38.96192,-77.15309,                     W,275870,4326,1310329379,GWPKWY-NW,PM,29
24144, ,1310329392,1310329379,1310329550,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.737331484,2,0, ,                George Washington Memorial Parkway,38.96192,-77.15309,38.96407,-77.16598,                     W,275870,4326,1310329392,GWPKWY-NW,PM,30
24166, ,1310329550,1310329392,1310574103,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.53910786,2,0, ,                George Washington Memorial Parkway,38.96407,-77.16598,38.96422,-77.17589,                     W,275870,4326,1310329550,GWPKWY-NW,PM,31
55010, ,1310520376,1310365779,1310520339,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.525822944,2,0, ,                George Washington Memorial Parkway,38.96408,-77.17578,38.96385,-77.16611,                     E,1969300,4326,1310520376,GWPKWY-SE,AM,1
55005, ,1310520339,1310520376,1310520352,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.526475384,2,0, ,                George Washington Memorial Parkway,38.96385,-77.16611,38.963,-77.15676,                     E,1969300,4326,1310520339,GWPKWY-SE,AM,2
29871, ,1310365779,1310365844,1310520376,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.155106677,2,0, ,                George Washington Memorial Parkway,38.96344,-77.17854,38.96408,-77.17578,                     E,2059992,4326,1310365779,GWPKWY-SE,AM,3
55007, ,1310520352,1310520339,1310520115,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.64316268,2,0, ,                George Washington Memorial Parkway,38.963,-77.15676,38.95947,-77.14577,                     E,1969300,4326,1310520352,GWPKWY-SE,AM,4
54962, ,1310520115,1310520352,1310520126,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.329693341,2,0, ,                George Washington Memorial Parkway,38.95947,-77.14577,38.95628,-77.14121,                     E,1969300,4326,1310520115,GWPKWY-SE,AM,5
54964, ,1310520126,1310520115,1310520089,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.608055207,2,0, ,                George Washington Memorial Parkway,38.95628,-77.14121,38.94834,-77.13742,                     S,1969300,4326,1310520126,GWPKWY-SE,AM,6
54957, ,1310520089,1310520126,1310323648,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.537187823,2,0, ,                George Washington Memorial Parkway,38.94834,-77.13742,38.94122,-77.13419,                     S,1969300,4326,1310520089,GWPKWY-SE,AM,7
23117, ,1310323648,1310520089,1310389567,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.136912928,2,0, ,                George Washington Memorial Parkway,38.94122,-77.13419,38.93935,-77.13351,                     S,1969300,4326,1310323648,GWPKWY-SE,AM,8
33664, ,1310389567,1310323648,1310263844,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.017970055,3,0, ,                George Washington Memorial Parkway,38.93935,-77.13351,38.93909,-77.13356,                     S,1969300,4326,1310389567,GWPKWY-SE,AM,9
12066, ,1310263844,1310389567,1310400660,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.154715213,1.15,0, ,                George Washington Memorial Parkway,38.9389,-77.13361,38.93676,-77.13442,                     S,1969300,4326,1310263844,GWPKWY-SE,AM,10
35424, ,1310400660,1310263844,1310400673,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.742712558,2,0, ,                George Washington Memorial Parkway,38.93676,-77.13442,38.93176,-77.12349,                     E,1969300,4326,1310400660,GWPKWY-SE,AM,11
35426, ,1310400673,1310400660,1310400637,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.624117653,2,0, ,                George Washington Memorial Parkway,38.93176,-77.12349,38.92562,-77.11502,                     E,1969300,4326,1310400673,GWPKWY-SE,AM,12
35420, ,1310400637,1310400673,1310400645,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.649270759,2,0, ,                George Washington Memorial Parkway,38.92562,-77.11502,38.9185,-77.10725,                     S,1969300,4326,1310400637,GWPKWY-SE,AM,13
35422, ,1310400645,1310400637,1310400407,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.65175003,2,0, ,                George Washington Memorial Parkway,38.9185,-77.10725,38.91034,-77.10152,                     S,1969300,4326,1310400645,GWPKWY-SE,AM,14
35394, ,1310400407,1310400645,1310400420,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.65181838,2,0, ,                George Washington Memorial Parkway,38.91034,-77.10152,38.90419,-77.09238,                     E,1969300,4326,1310400407,GWPKWY-SE,AM,15
35397, ,1310400420,1310400407,1310296360,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.640335441,2,0, ,                George Washington Memorial Parkway,38.90419,-77.09238,38.90134,-77.08116,                     E,1969300,4326,1310400420,GWPKWY-SE,AM,16
18288, ,1310296360,1310400420,1310342430,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.567032281,2.33,0, ,                George Washington Memorial Parkway,38.90134,-77.08116,38.90069,-77.07085,                     E,1969300,4326,1310296360,GWPKWY-SE,AM,17
26189, ,1310342430,1310296360,1310453752,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.465916547,2.15,0, ,                George Washington Memorial Parkway,38.90069,-77.07085,38.89513,-77.06677,                     S,1969300,4326,1310342430,GWPKWY-SE,AM,18
43833, ,1310453752,1310342430,1310505083,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.588761632,2,0, ,                George Washington Memorial Parkway,38.89513,-77.06677,38.88702,-77.06355,                     S,1969300,4326,1310453752,GWPKWY-SE,AM,19
52517, ,1310505083,1310453752,1310542021,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.224538694,2,0, ,                George Washington Memorial Parkway,38.88702,-77.06355,38.88418,-77.06155,                     S,1969300,4326,1310505083,GWPKWY-SE,AM,20
58525, ,1310542021,1310505083,1310574748,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.189070826,2,0, ,                George Washington Memorial Parkway,38.88418,-77.06155,38.88168,-77.06013,                     S,1969300,4326,1310542021,GWPKWY-SE,AM,21
44265, ,1310456468,1310433484,1310489647,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.174300833,2,0, ,                George Washington Memorial Parkway,38.87461,-77.04645,38.87273,-77.04429,                     S,1969300,4326,1310456468,GWPKWY-SE,AM,22
49763, ,1310489647,1310456468,1310299624,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.108764813,2.549,0, ,                George Washington Memorial Parkway,38.87326,-77.04492,38.87216,-77.04347,                     E,1969300,4326,1310489647,GWPKWY-SE,AM,23
18815, ,1310299624,1310489647,1310292897,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.145214448,3,0, ,                George Washington Memorial Parkway,38.87216,-77.04347,38.87066,-77.04158,                     S,1969300,4326,1310299624,GWPKWY-SE,AM,24
17663, ,1310292897,1310299624,1310584525,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.766138252,3,0, ,                George Washington Memorial Parkway,38.87066,-77.04158,38.86119,-77.04538,                     S,1969300,4326,1310292897,GWPKWY-SE,AM,25
65554, ,1310584525,1310292897,1310264486,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.831444365,2,0, ,                George Washington Memorial Parkway,38.86119,-77.04538,38.84944,-77.0481,                     S,1969300,4326,1310584525,GWPKWY-SE,AM,26
12171, ,1310264486,1310584525,1310368688,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.358437972,2,0, ,                George Washington Memorial Parkway,38.84944,-77.0481,38.84434,-77.04919,                     S,1969300,4326,1310264486,GWPKWY-SE,AM,27
30367, ,1310368688,1310264486,1310383847,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.839795593,2,0, ,                George Washington Memorial Parkway,38.84434,-77.04919,38.83282,-77.04497,                     S,1969300,4326,1310368688,GWPKWY-SE,AM,28
32687, ,1310383847,1310368688,1310227256,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.601350612,2,0, ,                George Washington Memorial Parkway,38.83282,-77.04497,38.82429,-77.0436,                     S,265385,4326,1310383847,GWPKWY-SE,AM,29
5282, ,1310227256,1310383847,1310227266,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.180483476,2,0, ,                George Washington Memorial Parkway,38.82429,-77.0436,38.82169,-77.04393,                     S,265385,4326,1310227256,GWPKWY-SE,AM,30
27014, ,1310347752, ,1310402428,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.180483476,2,0, ,                George Washington Memorial Parkway,38.82429,-77.0436,38.82169,-77.04393,                     S,2044017,4326,1310347752,GWPKWY-SE,AM,31
5284, ,1310227266,1310227256,1310351704,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.218362264,2,0, ,                George Washington Memorial Parkway,38.82169,-77.04393,38.81855,-77.04432,                     S,265385,4326,1310227266,GWPKWY-SE,AM,32
30607, ,1310370142,1310481538,1310290329,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.001783335,2,0, ,                George Washington Memorial Parkway,38.81857,-77.04432,38.81855,-77.04432,                     S,256985,4326,1310370142,GWPKWY-SE,AM,33
27586, ,1310351704,1310227266,1310282497,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.200920375,2,0, ,                George Washington Memorial Parkway,38.81855,-77.04432,38.81566,-77.04477,                     S,265385,4326,1310351704,GWPKWY-SE,AM,34
55010, ,1310520376,1310365779,1310520339,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.525822944,2,0, ,                George Washington Memorial Parkway,38.96408,-77.17578,38.96385,-77.16611,                     E,1969300,4326,1310520376,GWPKWY-SE,PM,1
55005, ,1310520339,1310520376,1310520352,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.526475384,2,0, ,                George Washington Memorial Parkway,38.96385,-77.16611,38.963,-77.15676,                     E,1969300,4326,1310520339,GWPKWY-SE,PM,2
29871, ,1310365779,1310365844,1310520376,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.155106677,2,0, ,                George Washington Memorial Parkway,38.96344,-77.17854,38.96408,-77.17578,                     E,2059992,4326,1310365779,GWPKWY-SE,PM,3
55007, ,1310520352,1310520339,1310520115,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.64316268,2,0, ,                George Washington Memorial Parkway,38.963,-77.15676,38.95947,-77.14577,                     E,1969300,4326,1310520352,GWPKWY-SE,PM,4
54962, ,1310520115,1310520352,1310520126,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.329693341,2,0, ,                George Washington Memorial Parkway,38.95947,-77.14577,38.95628,-77.14121,                     E,1969300,4326,1310520115,GWPKWY-SE,PM,5
54964, ,1310520126,1310520115,1310520089,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.608055207,2,0, ,                George Washington Memorial Parkway,38.95628,-77.14121,38.94834,-77.13742,                     S,1969300,4326,1310520126,GWPKWY-SE,PM,6
54957, ,1310520089,1310520126,1310323648,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.537187823,2,0, ,                George Washington Memorial Parkway,38.94834,-77.13742,38.94122,-77.13419,                     S,1969300,4326,1310520089,GWPKWY-SE,PM,7
23117, ,1310323648,1310520089,1310389567,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.136912928,2,0, ,                George Washington Memorial Parkway,38.94122,-77.13419,38.93935,-77.13351,                     S,1969300,4326,1310323648,GWPKWY-SE,PM,8
33664, ,1310389567,1310323648,1310263844,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.017970055,3,0, ,                George Washington Memorial Parkway,38.93935,-77.13351,38.93909,-77.13356,                     S,1969300,4326,1310389567,GWPKWY-SE,PM,9
12066, ,1310263844,1310389567,1310400660,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.154715213,1.15,0, ,                George Washington Memorial Parkway,38.9389,-77.13361,38.93676,-77.13442,                     S,1969300,4326,1310263844,GWPKWY-SE,PM,10
35424, ,1310400660,1310263844,1310400673,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Fairfax,           McLean,0.742712558,2,0, ,                George Washington Memorial Parkway,38.93676,-77.13442,38.93176,-77.12349,                     E,1969300,4326,1310400660,GWPKWY-SE,PM,11
35426, ,1310400673,1310400660,1310400637,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.624117653,2,0, ,                George Washington Memorial Parkway,38.93176,-77.12349,38.92562,-77.11502,                     E,1969300,4326,1310400673,GWPKWY-SE,PM,12
35420, ,1310400637,1310400673,1310400645,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.649270759,2,0, ,                George Washington Memorial Parkway,38.92562,-77.11502,38.9185,-77.10725,                     S,1969300,4326,1310400637,GWPKWY-SE,PM,13
35422, ,1310400645,1310400637,1310400407,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.65175003,2,0, ,                George Washington Memorial Parkway,38.9185,-77.10725,38.91034,-77.10152,                     S,1969300,4326,1310400645,GWPKWY-SE,PM,14
35394, ,1310400407,1310400645,1310400420,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.65181838,2,0, ,                George Washington Memorial Parkway,38.91034,-77.10152,38.90419,-77.09238,                     E,1969300,4326,1310400407,GWPKWY-SE,PM,15
35397, ,1310400420,1310400407,1310296360,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.640335441,2,0, ,                George Washington Memorial Parkway,38.90419,-77.09238,38.90134,-77.08116,                     E,1969300,4326,1310400420,GWPKWY-SE,PM,16
18288, ,1310296360,1310400420,1310342430,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.567032281,2.33,0, ,                George Washington Memorial Parkway,38.90134,-77.08116,38.90069,-77.07085,                     E,1969300,4326,1310296360,GWPKWY-SE,PM,17
26189, ,1310342430,1310296360,1310453752,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.465916547,2.15,0, ,                George Washington Memorial Parkway,38.90069,-77.07085,38.89513,-77.06677,                     S,1969300,4326,1310342430,GWPKWY-SE,PM,18
43833, ,1310453752,1310342430,1310505083,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.588761632,2,0, ,                George Washington Memorial Parkway,38.89513,-77.06677,38.88702,-77.06355,                     S,1969300,4326,1310453752,GWPKWY-SE,PM,19
52517, ,1310505083,1310453752,1310542021,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.224538694,2,0, ,                George Washington Memorial Parkway,38.88702,-77.06355,38.88418,-77.06155,                     S,1969300,4326,1310505083,GWPKWY-SE,PM,20
58525, ,1310542021,1310505083,1310574748,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.189070826,2,0, ,                George Washington Memorial Parkway,38.88418,-77.06155,38.88168,-77.06013,                     S,1969300,4326,1310542021,GWPKWY-SE,PM,21
44265, ,1310456468,1310433484,1310489647,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.174300833,2,0, ,                George Washington Memorial Parkway,38.87461,-77.04645,38.87273,-77.04429,                     S,1969300,4326,1310456468,GWPKWY-SE,PM,22
49763, ,1310489647,1310456468,1310299624,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.108764813,2.549,0, ,                George Washington Memorial Parkway,38.87326,-77.04492,38.87216,-77.04347,                     E,1969300,4326,1310489647,GWPKWY-SE,PM,23
18815, ,1310299624,1310489647,1310292897,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.145214448,3,0, ,                George Washington Memorial Parkway,38.87216,-77.04347,38.87066,-77.04158,                     S,1969300,4326,1310299624,GWPKWY-SE,PM,24
17663, ,1310292897,1310299624,1310584525,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.766138252,3,0, ,                George Washington Memorial Parkway,38.87066,-77.04158,38.86119,-77.04538,                     S,1969300,4326,1310292897,GWPKWY-SE,PM,25
65554, ,1310584525,1310292897,1310264486,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.831444365,2,0, ,                George Washington Memorial Parkway,38.86119,-77.04538,38.84944,-77.0481,                     S,1969300,4326,1310584525,GWPKWY-SE,PM,26
12171, ,1310264486,1310584525,1310368688,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Arlington,           Arlington,0.358437972,2,0, ,                George Washington Memorial Parkway,38.84944,-77.0481,38.84434,-77.04919,                     S,1969300,4326,1310264486,GWPKWY-SE,PM,27
30367, ,1310368688,1310264486,1310383847,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.839795593,2,0, ,                George Washington Memorial Parkway,38.84434,-77.04919,38.83282,-77.04497,                     S,1969300,4326,1310368688,GWPKWY-SE,PM,28
32687, ,1310383847,1310368688,1310227256,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.601350612,2,0, ,                George Washington Memorial Parkway,38.83282,-77.04497,38.82429,-77.0436,                     S,265385,4326,1310383847,GWPKWY-SE,PM,29
5282, ,1310227256,1310383847,1310227266,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.180483476,2,0, ,                George Washington Memorial Parkway,38.82429,-77.0436,38.82169,-77.04393,                     S,265385,4326,1310227256,GWPKWY-SE,PM,30
27014, ,1310347752, ,1310402428,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.180483476,2,0, ,                George Washington Memorial Parkway,38.82429,-77.0436,38.82169,-77.04393,                     S,2044017,4326,1310347752,GWPKWY-SE,PM,31
5284, ,1310227266,1310227256,1310351704,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.218362264,2,0, ,                George Washington Memorial Parkway,38.82169,-77.04393,38.81855,-77.04432,                     S,265385,4326,1310227266,GWPKWY-SE,PM,32
30607, ,1310370142,1310481538,1310290329,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.001783335,2,0, ,                George Washington Memorial Parkway,38.81857,-77.04432,38.81855,-77.04432,                     S,256985,4326,1310370142,GWPKWY-SE,PM,33
27586, ,1310351704,1310227266,1310282497,0, ,      George Washington Memorial Parkway, ,        United States of America,         Virginia,          Alexandria City,           Alexandria,0.200920375,2,0, ,                George Washington Memorial Parkway,38.81855,-77.04432,38.81566,-77.04477,                     S,265385,4326,1310351704,GWPKWY-SE,PM,34
