I-66-EB,2319,2319,2319,0.334342561
US-50-EB,2041,2041,4360,0.628604383
US-50-WB,868,868,5228,0.753748558
I-66-WB,621,621,5849,0.84328143
US-29-NB,514,514,6363,0.917387543
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB,352,0,6363,0.917387543
US-29-SB,215,215,6578,0.948385236
I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1,145,0,6578,0.948385236
I-66-EB-TZ1-2-3_US-29-NB-TZ4,104,104,6682,0.963379469
I-66-EB-TZ1_US-50-EB-TZ2-3-4---US-50-EB,59,0,6682,0.963379469
I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB,57,0,6682,0.963379469
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB,51,0,6682,0.963379469
US-29-NB-TZ1-2_I-66-EB-TZ3-4,46,46,6728,0.970011534
US-29-SB-TZ4-3_I-66-WB-TZ2-1,33,33,6761,0.974769319
US-50-EB---US-50-WB,25,0,6761,0.974769319
I-66-EB-TZ1-2_US-29-NB-TZ3-4,24,24,6785,0.978229527
I-66-WB-TZ4_US-50-WB-TZ3-2-1---US-50-WB,24,0,6785,0.978229527
I-66-EB-TZ1-2_US-29-NB-TZ3-4---I-66-EB-TZ1_US-29-NB-TZ2-3-4,22,0,6785,0.978229527
US-29-NB-TZ1-2-3_I-66-EB-TZ4---US-29-NB,22,0,6785,0.978229527
US-29-SB-TZ4_I-66-WB-TZ3-2-1,22,22,6807,0.981401384
I-66-EB---I-66-WB,20,0,6807,0.981401384
I-66-EB-TZ1-2-3_US-50-EB-TZ4,20,20,6827,0.98428489
US-50-WB_TZ4-3_I-66-WB-TZ2-1,20,20,6847,0.987168397
I-66-WB-TZ4_US-29-SB-TZ3-2-1---US-29-SB,20,0,6847,0.987168397
I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1---US-50-WB_TZ4_I-66-WB-TZ3-2-1,16,0,6847,0.987168397
US-29-NB---US-29-SB,16,0,6847,0.987168397
I-66-WB-TZ4-3_US-29-SB-TZ2-1,16,16,6863,0.989475202
US-50-EB-TZ1-2_I-66-EB-TZ3-4,10,10,6873,0.990916955
US-50-WB_TZ4_I-66-WB-TZ3-2-1,10,10,6883,0.992358708
US-50-EB-TZ1-2-3_I-66-EB-TZ4---US-50-EB,9,0,6883,0.992358708
I-66-WB-TZ4-3_US-50-WB-TZ2-1,8,8,6891,0.993512111
US-29-NB-TZ1_I-66-EB-TZ2-3-4,7,7,6898,0.994521338
I-66-WB---US-50-WB_TZ4_I-66-WB-TZ3-2-1,7,0,6898,0.994521338
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB---I-66-WB,6,0,6898,0.994521338
I-66-EB-TZ1_US-29-NB-TZ2-3-4,6,6,6904,0.99538639
I-66-EB-TZ1-2_US-50-EB-TZ3-4,6,6,6910,0.996251442
I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4,6,0,6910,0.996251442
I-66-WB-TZ4_US-50-WB-TZ3-2-1,6,6,6916,0.997116494
I-66-EB-TZ1_US-50-EB-TZ2-3-4---US-50-EB---US-50-WB,5,0,6916,0.997116494
US-29-NB-TZ1-2_I-66-EB-TZ3-4---US-29-NB-TZ1_I-66-EB-TZ2-3-4,5,0,6916,0.997116494
US-50-EB-TZ1-2-3_I-66-EB-TZ4,5,5,6921,0.99783737
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB---I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1,5,0,6921,0.99783737
I-66-WB-TZ4-3_US-29-SB-TZ2-1---I-66-WB-TZ4_US-29-SB-TZ3-2-1,4,0,6921,0.99783737
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2_US-29-NB-TZ3-4---I-66-EB,4,0,6921,0.99783737
I-66-EB---US-29-NB-TZ1_I-66-EB-TZ2-3-4,4,0,6921,0.99783737
I-66-EB---I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1,4,0,6921,0.99783737
US-50-EB-TZ1_I-66-EB-TZ2-3-4,4,4,6925,0.998414072
US-29-SB-TZ4-3-2_I-66-WB-TZ1---US-29-SB-TZ4-3_I-66-WB-TZ2-1,4,0,6925,0.998414072
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB---US-50-EB-TZ1_I-66-EB-TZ2-3-4,3,0,6925,0.998414072
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2-3_US-50-EB-TZ4,3,0,6925,0.998414072
I-66-WB---US-50-WB_TZ4-3_I-66-WB-TZ2-1---US-50-WB_TZ4_I-66-WB-TZ3-2-1,3,0,6925,0.998414072
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-WB,3,0,6925,0.998414072
I-66-WB-TZ4-3-2_US-29-SB-TZ1,3,3,6928,0.998846597
I-66-WB-TZ4_US-29-SB-TZ3-2-1,3,3,6931,0.999279123
I-66-WB---US-50-EB,3,0,6931,0.999279123
US-50-WB_TZ4-3-2_I-66-WB-TZ1---US-50-WB,3,0,6931,0.999279123
I-66-WB-TZ4-3-2_US-50-WB-TZ1---I-66-WB,3,0,6931,0.999279123
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB---US-29-NB-TZ1_I-66-EB-TZ2-3-4,3,0,6931,0.999279123
I-66-WB---US-29-NB-TZ1-2_I-66-EB-TZ3-4---US-29-SB-TZ4_I-66-WB-TZ3-2-1,2,0,6931,0.999279123
I-66-EB---US-50-EB-TZ1_I-66-EB-TZ2-3-4,2,0,6931,0.999279123
I-66-EB-TZ1-2_US-29-NB-TZ3-4---I-66-EB-TZ1-2_US-50-EB-TZ3-4,2,0,6931,0.999279123
I-66-EB---US-50-WB_TZ4_I-66-WB-TZ3-2-1,2,0,6931,0.999279123
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB,2,0,6931,0.999279123
I-66-WB-TZ4-3-2_US-50-WB-TZ1,2,2,6933,0.999567474
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB---I-66-WB-TZ4-3-2_US-50-WB-TZ1,2,0,6933,0.999567474
I-66-WB-TZ4-3-2_US-50-WB-TZ1---I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1,2,0,6933,0.999567474
I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB---I-66-WB,2,0,6933,0.999567474
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB---US-29-NB-TZ1-2_I-66-EB-TZ3-4---US-29-NB-TZ1_I-66-EB-TZ2-3-4,2,0,6933,0.999567474
I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1---US-50-EB,2,0,6933,0.999567474
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2_US-29-NB-TZ3-4---I-66-EB-TZ1_US-29-NB-TZ2-3-4---I-66-EB,2,0,6933,0.999567474
US-50-EB-TZ1-2_I-66-EB-TZ3-4---US-50-EB-TZ1_I-66-EB-TZ2-3-4,2,0,6933,0.999567474
I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1---US-50-WB_TZ4-3_I-66-WB-TZ2-1---US-50-WB_TZ4_I-66-WB-TZ3-2-1,2,0,6933,0.999567474
I-66-EB-TZ1_US-50-EB-TZ2-3-4---I-66-WB---US-50-EB,1,0,6933,0.999567474
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1,1,0,6933,0.999567474
I-66-EB---I-66-WB-TZ4-3-2_US-50-WB-TZ1---I-66-WB,1,0,6933,0.999567474
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4,1,0,6933,0.999567474
I-66-EB-TZ1_US-29-NB-TZ2-3-4---US-29-NB,1,0,6933,0.999567474
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB---I-66-WB-TZ4-3_US-29-SB-TZ2-1---I-66-WB-TZ4-3_US-50-WB-TZ2-1,1,0,6933,0.999567474
I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB---US-50-EB-TZ1_I-66-EB-TZ2-3-4---US-50-WB,1,0,6933,0.999567474
US-29-NB-TZ1-2-3_I-66-EB-TZ4---US-29-NB-TZ1-2_I-66-EB-TZ3-4---US-29-NB-TZ1_I-66-EB-TZ2-3-4,1,0,6933,0.999567474
I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB-TZ1_US-50-EB-TZ2-3-4---I-66-EB---I-66-WB-TZ4-3-2_US-50-WB-TZ1---I-66-WB-TZ4-3_US-50-WB-TZ2-1---US-50-EB-TZ1-2-3_I-66-EB-TZ4---US-50-EB-TZ1-2_I-66-EB-TZ3-4---US-50-EB-TZ1_I-66-EB-TZ2-3-4---US-50-EB,1,0,6933,0.999567474
I-66-WB-TZ4-3_US-29-SB-TZ2-1---I-66-WB-TZ4_US-29-SB-TZ3-2-1---US-29-NB-TZ1-2-3_I-66-EB-TZ4---US-29-NB-TZ1-2_I-66-EB-TZ3-4---US-29-NB-TZ1_I-66-EB-TZ2-3-4---US-29-NB---US-29-SB,1,0,6933,0.999567474
I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB---I-66-WB-TZ4_US-29-SB-TZ3-2-1,1,0,6933,0.999567474
I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB---US-50-WB,1,0,6933,0.999567474
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB---I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1---US-50-WB_TZ4-3_I-66-WB-TZ2-1---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,0,6933,0.999567474
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2_US-29-NB-TZ3-4,1,0,6933,0.999567474
US-29-NB-TZ1_I-66-EB-TZ2-3-4---US-50-EB-TZ1-2-3_I-66-EB-TZ4---US-50-EB-TZ1-2_I-66-EB-TZ3-4---US-50-EB-TZ1_I-66-EB-TZ2-3-4---US-50-EB,1,0,6933,0.999567474
I-66-WB-TZ4-3-2_US-29-SB-TZ1---I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1,1,0,6933,0.999567474
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,0,6933,0.999567474
I-66-WB-TZ4-3-2_US-29-SB-TZ1---I-66-WB-TZ4-3_US-29-SB-TZ2-1---I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1,1,0,6933,0.999567474
US-50-EB---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,0,6933,0.999567474
I-66-WB-TZ4_US-50-WB-TZ3-2-1---US-50-EB-TZ1-2-3_I-66-EB-TZ4---US-50-EB---US-50-WB,1,0,6933,0.999567474
I-66-EB---US-29-NB-TZ1-2_I-66-EB-TZ3-4---US-29-NB-TZ1_I-66-EB-TZ2-3-4,1,0,6933,0.999567474
I-66-EB---US-50-WB,1,0,6933,0.999567474
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB---US-29-SB-TZ4_I-66-WB-TZ3-2-1,1,0,6933,0.999567474
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB---US-50-EB-TZ1-2_I-66-EB-TZ3-4---US-50-EB-TZ1_I-66-EB-TZ2-3-4,1,0,6933,0.999567474
US-50-EB-TZ1-2-3_I-66-EB-TZ4---US-50-EB-TZ1-2_I-66-EB-TZ3-4---US-50-EB-TZ1_I-66-EB-TZ2-3-4---US-50-EB,1,0,6933,0.999567474
I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB---I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1,1,0,6933,0.999567474
I-66-EB---I-66-WB---US-50-EB-TZ1_I-66-EB-TZ2-3-4,1,0,6933,0.999567474
I-66-WB---US-29-SB-TZ4-3_I-66-WB-TZ2-1---US-29-SB-TZ4_I-66-WB-TZ3-2-1---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,0,6933,0.999567474
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2_US-29-NB-TZ3-4---I-66-EB-TZ1_US-29-NB-TZ2-3-4,1,0,6933,0.999567474
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB---I-66-WB-TZ4-3-2_US-29-SB-TZ1,1,0,6933,0.999567474
I-66-WB-TZ4_US-50-WB-TZ3-2-1---US-50-EB-TZ1-2_I-66-EB-TZ3-4---US-50-EB-TZ1_I-66-EB-TZ2-3-4---US-50-WB,1,0,6933,0.999567474
I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB-TZ1_US-50-EB-TZ2-3-4,1,0,6933,0.999567474
I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB-TZ1_US-50-EB-TZ2-3-4---I-66-EB---I-66-WB---US-29-NB-TZ1_I-66-EB-TZ2-3-4---US-50-EB-TZ1-2-3_I-66-EB-TZ4---US-50-EB-TZ1-2_I-66-EB-TZ3-4---US-50-EB-TZ1_I-66-EB-TZ2-3-4---US-50-EB---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,0,6933,0.999567474
I-66-WB-TZ4-3_US-50-WB-TZ2-1---US-50-EB,1,0,6933,0.999567474
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB---US-50-WB,1,0,6933,0.999567474
I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB-TZ1_US-50-EB-TZ2-3-4---US-50-EB,1,0,6933,0.999567474
I-66-WB-TZ4_US-50-WB-TZ3-2-1---US-50-EB,1,0,6933,0.999567474
I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB---I-66-WB---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,0,6933,0.999567474
I-66-WB-TZ4-3-2_US-50-WB-TZ1---I-66-WB-TZ4-3_US-50-WB-TZ2-1---I-66-WB,1,0,6933,0.999567474
I-66-WB-TZ4-3-2_US-29-SB-TZ1---I-66-WB---US-29-NB-TZ1_I-66-EB-TZ2-3-4---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,0,6933,0.999567474
I-66-WB-TZ4-3-2_US-29-SB-TZ1---I-66-WB,1,0,6933,0.999567474
I-66-EB---I-66-WB-TZ4-3_US-50-WB-TZ2-1,1,0,6933,0.999567474
I-66-WB-TZ4-3-2_US-50-WB-TZ1---I-66-WB-TZ4-3_US-50-WB-TZ2-1---I-66-WB-TZ4_US-50-WB-TZ3-2-1---US-29-NB-TZ1-2-3_I-66-EB-TZ4---US-29-NB-TZ1-2_I-66-EB-TZ3-4---US-29-NB-TZ1_I-66-EB-TZ2-3-4---US-50-WB,1,0,6933,0.999567474
I-66-WB-TZ4-3_US-50-WB-TZ2-1---I-66-WB-TZ4_US-50-WB-TZ3-2-1,1,0,6933,0.999567474
US-29-SB-TZ4-3-2_I-66-WB-TZ1,1,1,6934,0.999711649
I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB---I-66-WB---US-29-SB-TZ4-3_I-66-WB-TZ2-1---US-29-SB-TZ4_I-66-WB-TZ3-2-1,1,0,6934,0.999711649
I-66-EB---I-66-WB---US-29-NB-TZ1_I-66-EB-TZ2-3-4,1,0,6934,0.999711649
I-66-WB-TZ4_US-50-WB-TZ3-2-1---US-29-NB-TZ1-2-3_I-66-EB-TZ4---US-29-NB---US-50-WB,1,0,6934,0.999711649
I-66-WB-TZ4_US-50-WB-TZ3-2-1---US-50-EB---US-50-WB,1,0,6934,0.999711649
I-66-WB---US-29-SB-TZ4-3_I-66-WB-TZ2-1---US-29-SB-TZ4_I-66-WB-TZ3-2-1,1,0,6934,0.999711649
I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1---US-50-EB-TZ1-2-3_I-66-EB-TZ4---US-50-EB,1,0,6934,0.999711649
I-66-WB-TZ4-3-2_US-29-SB-TZ1---I-66-WB-TZ4-3_US-29-SB-TZ2-1---I-66-WB---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,0,6934,0.999711649
US-29-SB-TZ4-3_I-66-WB-TZ2-1---US-50-EB,1,0,6934,0.999711649
I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB---I-66-WB-TZ4-3-2_US-50-WB-TZ1---I-66-WB---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,0,6934,0.999711649
I-66-WB-TZ4-3-2_US-50-WB-TZ1---I-66-WB---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,0,6934,0.999711649
I-66-WB-TZ4-3_US-29-SB-TZ2-1---US-29-NB-TZ1-2-3_I-66-EB-TZ4---US-29-NB,1,0,6934,0.999711649
US-29-NB-TZ1-2-3_I-66-EB-TZ4---US-29-NB-TZ1-2_I-66-EB-TZ3-4---US-29-NB,1,0,6934,0.999711649
I-66-WB---US-50-WB_TZ4-3-2_I-66-WB-TZ1---US-50-WB_TZ4-3_I-66-WB-TZ2-1---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,0,6934,0.999711649
US-29-NB-TZ1-2-3_I-66-EB-TZ4,1,1,6935,0.999855825
I-66-EB---I-66-WB-TZ4-3-2_US-29-SB-TZ1---I-66-WB-TZ4-3_US-29-SB-TZ2-1---I-66-WB---US-29-NB-TZ1-2_I-66-EB-TZ3-4---US-29-NB-TZ1_I-66-EB-TZ2-3-4---US-29-SB-TZ4_I-66-WB-TZ3-2-1---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,0,6935,0.999855825
I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB,1,0,6935,0.999855825
I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB-TZ1_US-50-EB-TZ2-3-4---I-66-EB---US-50-EB-TZ1-2-3_I-66-EB-TZ4---US-50-EB-TZ1-2_I-66-EB-TZ3-4---US-50-EB-TZ1_I-66-EB-TZ2-3-4---US-50-EB,1,0,6935,0.999855825
I-66-EB-TZ1_US-50-EB-TZ2-3-4,1,1,6936,1
I-66-WB-TZ4-3_US-29-SB-TZ2-1---US-29-NB-TZ1_I-66-EB-TZ2-3-4,1,0,6936,1
I-66-WB-TZ4-3-2_US-29-SB-TZ1---I-66-WB---US-29-NB-TZ1-2_I-66-EB-TZ3-4---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,0,6936,1
,7940,,6936,
